score,strategy,total_trades,long_trades,short_trades,wins,win_rate,profit_factor,total_pnl_pct,max_drawdown_pct,sharpe_ratio,avg_win_pct,avg_loss_pct,avg_bars_held,buy_hold_pct,train_pnl,test_pnl,train_wr,test_wr,train_trades,test_trades,p,params
0.0,momentum,138,73,65,50,36.23,0.6467,-8.6366,8.348,-2.9694,0.3161,-0.2778,3.2,9.336219859055417,-5.8849,-2.7517,34.38,37.84,64,74,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}"
0.0,momentum,141,75,66,50,35.46,0.7496,-8.6122,8.8598,-2.0269,0.5156,-0.3779,6.1,9.336219859055417,-4.8375,-3.7747,35.38,35.53,65,76,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,141,75,66,50,35.46,0.7496,-8.6122,8.8598,-2.0269,0.5156,-0.3779,6.1,9.336219859055417,-4.8375,-3.7747,35.38,35.53,65,76,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}"
0.0,momentum,141,75,66,26,18.44,0.6667,-7.6487,9.0068,-2.3801,0.5885,-0.1996,3.6,9.336219859055417,-3.2911,-4.3576,18.46,18.42,65,76,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,141,75,66,45,31.91,0.7352,-5.7247,7.4756,-1.8324,0.3532,-0.2252,3.3,9.336219859055417,-2.567,-3.1577,33.85,30.26,65,76,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}"
0.0,momentum,141,75,66,33,23.4,0.6197,-11.2712,10.7724,-3.0263,0.5565,-0.2744,4.8,9.336219859055417,-6.4571,-4.8142,24.62,22.37,65,76,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}"
0.0,momentum,141,75,66,56,39.72,0.7032,-8.3882,9.285,-2.2808,0.3549,-0.3325,4.4,9.336219859055417,-6.3244,-2.0638,36.92,42.11,65,76,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}"
0.0,momentum,138,73,65,49,35.51,0.7617,-8.0025,8.3005,-1.9354,0.5221,-0.3774,6.0,9.336219859055417,-4.2603,-3.7422,35.94,35.14,64,74,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,138,73,65,49,35.51,0.7617,-8.0025,8.3005,-1.9354,0.5221,-0.3774,6.0,9.336219859055417,-4.2603,-3.7422,35.94,35.14,64,74,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}"
0.0,momentum,138,73,65,26,18.84,0.6927,-6.7878,8.4272,-2.1766,0.5885,-0.1972,3.6,9.336219859055417,-2.7139,-4.0739,18.75,18.92,64,74,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,138,73,65,45,32.61,0.7657,-4.8638,6.9385,-1.6061,0.3532,-0.2232,3.3,9.336219859055417,-1.9898,-2.874,34.38,31.08,64,74,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}"
0.0,momentum,138,73,65,33,23.91,0.6382,-10.4103,9.9992,-2.872,0.5565,-0.2741,4.7,9.336219859055417,-5.8799,-4.5304,25.0,22.97,64,74,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}"
0.0,momentum,138,73,65,55,39.86,0.7115,-7.9218,8.7583,-2.2221,0.3552,-0.3308,4.3,9.336219859055417,-5.7472,-2.1746,37.5,41.89,64,74,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}"
0.0,momentum,141,75,66,49,34.75,0.8044,-6.8306,7.2359,-1.5294,0.5733,-0.3796,6.6,9.336219859055417,-3.9809,-2.8497,35.38,34.21,65,76,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,141,75,66,49,34.75,0.8044,-6.8306,7.2359,-1.5294,0.5733,-0.3796,6.6,9.336219859055417,-3.9809,-2.8497,35.38,34.21,65,76,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}"
0.0,momentum,141,75,66,26,18.44,0.6667,-7.6487,9.0068,-2.3801,0.5885,-0.1996,3.6,9.336219859055417,-3.2911,-4.3576,18.46,18.42,65,76,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,141,75,66,45,31.91,0.7352,-5.7247,7.4756,-1.8324,0.3532,-0.2252,3.3,9.336219859055417,-2.567,-3.1577,33.85,30.26,65,76,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}"
0.0,momentum,141,75,66,33,23.4,0.6472,-10.4546,10.0449,-2.7483,0.5813,-0.2744,4.9,9.336219859055417,-5.6404,-4.8142,24.62,22.37,65,76,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}"
0.0,momentum,141,75,66,56,39.72,0.7009,-8.4534,9.344,-2.2997,0.3537,-0.3325,4.4,9.336219859055417,-6.3896,-2.0638,36.92,42.11,65,76,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}"
0.0,momentum,138,73,65,49,35.51,0.8343,-5.5791,6.4543,-1.2851,0.5733,-0.3783,6.5,9.336219859055417,-3.4037,-2.1754,35.94,35.14,64,74,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,138,73,65,49,35.51,0.8343,-5.5791,6.4543,-1.2851,0.5733,-0.3783,6.5,9.336219859055417,-3.4037,-2.1754,35.94,35.14,64,74,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}"
0.0,momentum,138,73,65,26,18.84,0.6927,-6.7878,8.4272,-2.1766,0.5885,-0.1972,3.6,9.336219859055417,-2.7139,-4.0739,18.75,18.92,64,74,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,138,73,65,45,32.61,0.7657,-4.8638,6.9385,-1.6061,0.3532,-0.2232,3.3,9.336219859055417,-1.9898,-2.874,34.38,31.08,64,74,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}"
0.0,momentum,138,73,65,33,23.91,0.6666,-9.5937,9.2654,-2.5911,0.5813,-0.2741,4.8,9.336219859055417,-5.0632,-4.5304,25.0,22.97,64,74,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}"
0.0,momentum,138,73,65,55,39.86,0.7091,-7.987,8.8177,-2.2416,0.354,-0.3308,4.3,9.336219859055417,-5.8124,-2.1746,37.5,41.89,64,74,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}"
0.0,momentum,141,75,66,46,32.62,0.8157,-6.5723,8.1804,-1.3936,0.6323,-0.3754,7.2,9.336219859055417,-1.6544,-4.9179,35.38,30.26,65,76,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,141,75,66,46,32.62,0.8157,-6.5723,8.1804,-1.3936,0.6323,-0.3754,7.2,9.336219859055417,-1.6544,-4.9179,35.38,30.26,65,76,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}"
0.0,momentum,141,75,66,21,14.89,0.6843,-7.3341,9.2984,-2.0958,0.7569,-0.1936,4.2,9.336219859055417,-1.2623,-6.0718,18.46,11.84,65,76,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,141,75,66,45,31.91,0.7481,-5.4444,7.8117,-1.6666,0.3594,-0.2252,3.5,9.336219859055417,-0.9014,-4.543,33.85,30.26,65,76,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}"
0.0,momentum,141,75,66,28,19.86,0.6608,-10.1469,10.495,-2.5024,0.7061,-0.2648,5.5,9.336219859055417,-4.0716,-6.0753,24.62,15.79,65,76,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}"
0.0,momentum,141,75,66,56,39.72,0.7278,-7.6935,8.8044,-1.9957,0.3673,-0.3325,4.6,9.336219859055417,-4.3966,-3.297,36.92,42.11,65,76,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}"
0.0,momentum,138,73,65,45,32.61,0.8289,-5.9626,8.1502,-1.298,0.642,-0.3748,7.1,9.336219859055417,-1.0772,-4.8855,35.94,29.73,64,74,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,138,73,65,45,32.61,0.8289,-5.9626,8.1502,-1.298,0.642,-0.3748,7.1,9.336219859055417,-1.0772,-4.8855,35.94,29.73,64,74,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}"
0.0,momentum,138,73,65,21,15.22,0.7106,-6.4732,8.7104,-1.9037,0.7569,-0.1912,4.2,9.336219859055417,-0.6851,-5.7881,18.75,12.16,64,74,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,138,73,65,45,32.61,0.7792,-4.5835,7.0128,-1.4463,0.3594,-0.2232,3.5,9.336219859055417,-0.3242,-4.2593,34.38,31.08,64,74,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}"
0.0,momentum,138,73,65,28,20.29,0.6804,-9.286,9.7193,-2.3514,0.7061,-0.2641,5.4,9.336219859055417,-3.4944,-5.7916,25.0,16.22,64,74,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}"
0.0,momentum,138,73,65,55,39.86,0.7368,-7.2271,8.3757,-1.9325,0.3678,-0.3308,4.5,9.336219859055417,-3.8194,-3.4078,37.5,41.89,64,74,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}"
0.0,momentum,141,75,66,45,31.91,0.8926,-3.8883,5.9997,-0.7757,0.7179,-0.377,7.9,9.336219859055417,-1.3396,-2.5487,35.38,28.95,65,76,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,141,75,66,45,31.91,0.8926,-3.8883,5.9997,-0.7757,0.7179,-0.377,7.9,9.336219859055417,-1.3396,-2.5487,35.38,28.95,65,76,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}"
0.0,momentum,141,75,66,21,14.89,0.6976,-7.0237,9.0191,-1.9783,0.7717,-0.1936,4.2,9.336219859055417,-1.2623,-5.7614,18.46,11.84,65,76,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,141,75,66,45,31.91,0.7481,-5.4444,7.8117,-1.6666,0.3594,-0.2252,3.5,9.336219859055417,-0.9014,-4.543,33.85,30.26,65,76,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}"
0.0,momentum,141,75,66,28,19.86,0.6735,-9.7678,10.1578,-2.3811,0.7196,-0.2648,5.7,9.336219859055417,-4.0029,-5.7649,24.62,15.79,65,76,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}"
0.0,momentum,141,75,66,56,39.72,0.7255,-7.7587,8.8637,-2.0136,0.3661,-0.3325,4.6,9.336219859055417,-4.4617,-3.297,36.92,42.11,65,76,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (45, 75), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}"
