score,strategy,total_trades,long_trades,short_trades,wins,win_rate,profit_factor,total_pnl_pct,max_drawdown_pct,sharpe_ratio,avg_win_pct,avg_loss_pct,avg_bars_held,buy_hold_pct,train_pnl,test_pnl,train_wr,test_wr,train_trades,test_trades,p,params
0.0,momentum,284,73,211,90,31.69,0.7242,-10.9435,11.3013,-1.4296,0.3192,-0.2045,2.5,9.336219859055417,-3.9834,-6.9601,32.35,31.08,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}"
0.0,momentum,284,73,211,82,28.87,0.6557,-17.3864,16.0984,-2.0203,0.4038,-0.25,3.2,9.336219859055417,-9.5172,-7.8692,29.41,28.38,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}"
0.0,momentum,284,73,211,106,37.32,0.6899,-15.2391,14.2754,-1.7759,0.3198,-0.2761,3.1,9.336219859055417,-8.8209,-6.4182,35.29,39.19,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}"
0.0,momentum,261,65,196,84,32.18,0.674,-16.9105,15.7079,-2.0663,0.4162,-0.2931,3.7,9.336219859055417,-11.1545,-5.756,30.77,33.59,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,261,65,196,84,32.18,0.674,-16.9105,15.7079,-2.0663,0.4162,-0.2931,3.7,9.336219859055417,-11.1545,-5.756,30.77,33.59,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}"
0.0,momentum,261,65,196,64,24.52,0.7222,-10.5288,10.6974,-1.5145,0.4276,-0.1924,2.6,9.336219859055417,-5.8413,-4.6874,23.08,25.95,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,261,65,196,81,31.03,0.742,-9.4627,9.9726,-1.3764,0.336,-0.2038,2.4,9.336219859055417,-4.4974,-4.9654,31.54,30.53,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}"
0.0,momentum,261,65,196,74,28.35,0.6564,-16.1693,15.0634,-2.1009,0.4175,-0.2517,3.2,9.336219859055417,-10.3143,-5.855,27.69,29.01,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}"
0.0,momentum,261,65,196,94,36.02,0.6832,-14.5512,13.6759,-1.8991,0.3338,-0.275,3.0,9.336219859055417,-9.6179,-4.9333,33.85,38.17,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}"
0.0,momentum,284,73,211,94,33.1,0.7061,-16.369,15.2654,-1.7453,0.4183,-0.2931,3.8,9.336219859055417,-10.5341,-5.8349,32.35,33.78,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,284,73,211,94,33.1,0.7061,-16.369,15.2654,-1.7453,0.4183,-0.2931,3.8,9.336219859055417,-10.5341,-5.8349,32.35,33.78,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}"
0.0,momentum,284,73,211,70,24.65,0.7019,-12.2447,12.2222,-1.582,0.4119,-0.1919,2.7,9.336219859055417,-5.3274,-6.9173,24.26,25.0,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,284,73,211,90,31.69,0.7242,-10.9435,11.3013,-1.4296,0.3192,-0.2045,2.5,9.336219859055417,-3.9834,-6.9601,32.35,31.08,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}"
0.0,momentum,284,73,211,82,28.87,0.6557,-17.3864,16.0984,-2.0203,0.4038,-0.25,3.2,9.336219859055417,-9.5172,-7.8692,29.41,28.38,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}"
0.0,momentum,284,73,211,106,37.32,0.6899,-15.2391,14.2754,-1.7759,0.3198,-0.2761,3.1,9.336219859055417,-8.8209,-6.4182,35.29,39.19,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}"
0.0,momentum,261,65,196,85,32.57,0.7098,-14.9524,14.0467,-1.787,0.4303,-0.2928,3.8,9.336219859055417,-11.1545,-3.7979,30.77,34.35,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,261,65,196,85,32.57,0.7098,-14.9524,14.0467,-1.787,0.4303,-0.2928,3.8,9.336219859055417,-11.1545,-3.7979,30.77,34.35,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}"
0.0,momentum,261,65,196,64,24.52,0.7222,-10.5288,10.6974,-1.5145,0.4276,-0.1924,2.6,9.336219859055417,-5.8413,-4.6874,23.08,25.95,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,261,65,196,81,31.03,0.742,-9.4627,9.9726,-1.3764,0.336,-0.2038,2.4,9.336219859055417,-4.4974,-4.9654,31.54,30.53,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}"
0.0,momentum,261,65,196,74,28.35,0.6564,-16.1693,15.0634,-2.1009,0.4175,-0.2517,3.2,9.336219859055417,-10.3143,-5.855,27.69,29.01,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}"
0.0,momentum,261,65,196,94,36.02,0.6832,-14.5512,13.6759,-1.8991,0.3338,-0.275,3.0,9.336219859055417,-9.6179,-4.9333,33.85,38.17,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}"
0.0,momentum,284,73,211,94,33.1,0.7296,-18.7728,17.3843,-1.5504,0.5389,-0.3654,5.8,9.336219859055417,-8.206,-10.5668,33.82,32.43,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,284,73,211,94,33.1,0.7296,-18.7728,17.3843,-1.5504,0.5389,-0.3654,5.8,9.336219859055417,-8.206,-10.5668,33.82,32.43,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}"
0.0,momentum,284,73,211,56,19.72,0.7289,-11.9982,12.3293,-1.292,0.5761,-0.1941,3.5,9.336219859055417,-4.5878,-7.4104,18.38,20.95,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,284,73,211,90,31.69,0.7486,-10.5312,11.522,-1.1766,0.3484,-0.2159,3.2,9.336219859055417,-3.5217,-7.0095,30.88,32.43,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}"
0.0,momentum,284,73,211,74,26.06,0.7086,-16.7152,15.6141,-1.5359,0.5492,-0.2731,4.6,9.336219859055417,-7.9491,-8.7661,26.47,25.68,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}"
0.0,momentum,284,73,211,115,40.49,0.726,-15.0381,14.1739,-1.4219,0.3465,-0.3248,4.1,9.336219859055417,-8.2164,-6.8217,36.76,43.92,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}"
0.0,momentum,261,65,196,85,32.57,0.7427,-16.5894,15.5483,-1.5239,0.5634,-0.3663,5.6,9.336219859055417,-9.8517,-6.7377,31.54,33.59,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,261,65,196,85,32.57,0.7427,-16.5894,15.5483,-1.5239,0.5634,-0.3663,5.6,9.336219859055417,-9.8517,-6.7377,31.54,33.59,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}"
0.0,momentum,261,65,196,51,19.54,0.76,-9.6615,10.2474,-1.1619,0.5999,-0.1917,3.5,9.336219859055417,-5.3851,-4.2764,16.92,22.14,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,261,65,196,82,31.42,0.8004,-7.5972,8.8574,-0.9405,0.3716,-0.2127,3.1,9.336219859055417,-4.1065,-3.4907,30.0,32.82,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}"
0.0,momentum,261,65,196,68,26.05,0.7305,-14.2624,13.5081,-1.458,0.5685,-0.2742,4.6,9.336219859055417,-9.1238,-5.1386,24.62,27.48,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}"
0.0,momentum,261,65,196,103,39.46,0.755,-12.4427,11.909,-1.3025,0.3723,-0.3214,4.1,9.336219859055417,-8.8643,-3.5784,35.38,43.51,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}"
0.0,momentum,284,73,211,93,32.75,0.7581,-17.1151,16.0203,-1.3684,0.5767,-0.3704,6.1,9.336219859055417,-7.6201,-9.4949,33.09,32.43,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,284,73,211,93,32.75,0.7581,-17.1151,16.0203,-1.3684,0.5767,-0.3704,6.1,9.336219859055417,-7.6201,-9.4949,33.09,32.43,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}"
0.0,momentum,284,73,211,56,19.72,0.7289,-11.9982,12.3293,-1.292,0.5761,-0.1941,3.5,9.336219859055417,-4.5878,-7.4104,18.38,20.95,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,284,73,211,90,31.69,0.7486,-10.5312,11.522,-1.1766,0.3484,-0.2159,3.2,9.336219859055417,-3.5217,-7.0095,30.88,32.43,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}"
0.0,momentum,284,73,211,73,25.7,0.7239,-15.8496,14.8852,-1.4395,0.5694,-0.2721,4.7,9.336219859055417,-7.0834,-8.7661,25.74,25.68,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}"
0.0,momentum,284,73,211,115,40.49,0.7248,-15.1033,14.2298,-1.4284,0.3459,-0.3248,4.1,9.336219859055417,-8.2815,-6.8217,36.76,43.92,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}"
0.0,momentum,261,65,196,85,32.57,0.7803,-14.2707,13.5819,-1.2729,0.5961,-0.369,6.0,9.336219859055417,-9.2658,-5.0049,30.77,34.35,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,261,65,196,85,32.57,0.7803,-14.2707,13.5819,-1.2729,0.5961,-0.369,6.0,9.336219859055417,-9.2658,-5.0049,30.77,34.35,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}"
0.0,momentum,261,65,196,51,19.54,0.76,-9.6615,10.2474,-1.1619,0.5999,-0.1917,3.5,9.336219859055417,-5.3851,-4.2764,16.92,22.14,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,261,65,196,82,31.42,0.8004,-7.5972,8.8574,-0.9405,0.3716,-0.2127,3.1,9.336219859055417,-4.1065,-3.4907,30.0,32.82,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}"
